ticker,event_date,v,vol_z,tone,tone_z,direction
INDUSINDBK,2023-10-17,8.0,5.843416599023463,1.01,0.5496956115415559,1.0
INDUSINDBK,2023-11-02,9.0,5.153182931897054,1.5475,1.2060077796486595,1.0
INDUSINDBK,2023-11-09,7.0,3.4195485460655446,1.0834,0.9697643242987135,1.0
INDUSINDBK,2024-02-06,8.0,4.111338076003216,0.6034,0.31316658509761186,1.0
INDUSINDBK,2024-04-29,6.0,3.138376063640824,1.434,1.0964045479563997,1.0
INDUSINDBK,2024-06-19,5.0,3.184739843782174,1.5475,1.2249329869072358,1.0
INDUSINDBK,2024-07-05,5.0,3.0598660942114235,0.8203,0.2840920749023312,1.0
INDUSINDBK,2024-07-30,5.0,3.2225083774328325,1.2846,0.7726550492846914,1.0
INDUSINDBK,2024-08-07,8.0,5.361075217004808,0.6113,0.024823685441781155,1.0
INDUSINDBK,2024-11-05,7.0,4.492318584480951,-1.0571,-1.8749464824172928,-1.0
INDUSINDBK,2024-11-21,8.0,5.23353165903114,1.4161,1.0151877259768107,1.0
INDUSINDBK,2024-12-20,8.0,4.147871843603587,0.128,-0.4432735814245038,-1.0
INDUSINDBK,2025-02-05,11.0,5.004984128964994,1.1827,0.9787099404294206,1.0
INDUSINDBK,2025-03-11,13.0,4.335762029117222,-1.2046,-2.102216946645708,-1.0
INDUSINDBK,2025-05-22,13.0,3.9841156752565032,0.1914,-0.06363420029434484,-1.0
INDUSINDBK,2025-10-18,5.0,4.791513197948536,-0.5951,-0.6464452586958354,-1.0
FEDERALBNK,2023-07-13,18.0,5.865130829439063,0.9231,0.29645744002607294,1.0
FEDERALBNK,2023-09-27,14.0,3.7330142999533997,0.7787,0.24501288927935402,1.0
FEDERALBNK,2023-10-16,17.0,5.58247468282893,0.2591,-0.00490272498636119,-1.0
FEDERALBNK,2023-12-29,12.0,3.117959478953938,0.8139,0.11655716458609813,1.0
FEDERALBNK,2024-01-16,13.0,4.103186161202436,1.4684,0.4027517752171292,1.0
FEDERALBNK,2024-02-16,19.0,5.369215086411629,0.56,-0.27381485281964263,-1.0
FEDERALBNK,2024-02-19,16.0,3.694918816912215,1.5776,0.20564099644148304,1.0
FEDERALBNK,2024-05-02,22.0,5.283286440451733,0.4035,-0.26414165861891103,-1.0
